appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
614940,The Misfits,2018-08-20,1,"PigDogGames,LLC","PigDogGames,LLC",windows;mac,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Multiplayer,0,180,134,0,0,100000-200000,0.0
382570,Glass Wing,2015-06-24,1,From Soy Sauce LLC,From Soy Sauce LLC,windows,0,Single-player;Full controller support,Action;Adventure;Indie,Adventure;Action;Indie,0,79,76,0,0,50000-100000,4.79
456540,STAR WARS™: Rebel Assault I + II,2016-03-29,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0,Single-player;Partial Controller Support;Steam Cloud,Action;Simulation,Action;Simulation;Star Wars,0,71,37,0,0,100000-200000,7.19
1250,Killing Floor,2009-05-14,1,Tripwire Interactive,Tripwire Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor,Action,FPS;Zombies;Co-op,285,53710,2649,1328,306,2000000-5000000,14.99
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",2016-08-29,1,Sierra On-Line,Activision,windows,0,Single-player,Adventure,Adventure;Mystery;Point & Click,0,15,16,0,0,50000-100000,4.99
63500,Swords and Soldiers HD,2010-12-02,1,Ronimo Games,Ronimo Games,windows;mac,0,Single-player;Multi-player;Steam Achievements;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Casual;Indie;Strategy,Strategy;Indie;Casual,25,572,160,132,227,100000-200000,6.99
576010,SQR🔲,2017-01-17,1,Sly,SlyGames,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle,16,56,49,669,786,50000-100000,0.78
249550,NEStalgia,2014-04-15,1,Silk Games,Silk Games,windows,0,Single-player;Multi-player;MMO;Co-op;Online Co-op,Indie;Massively Multiplayer;RPG,RPG;Massively Multiplayer;Retro,0,226,98,0,0,20000-50000,6.99
346780,Luminosity,2015-04-09,1,Windmill Games,Windmill Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Casual;Action;Indie,43,51,4,258,271,20000-50000,3.99
723610,Dream Golf VR,2017-11-03,1,Isaac Stearns,Isaac Stearns,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Free to Play;Indie;Sports,Free to Play;Casual;Sports,108,51,10,0,0,20000-50000,0.0
474030,The Abbey of Crime Extensum,2016-05-19,1,Manuel Pazos;Daniel Celemín,Manuel Pazos;Daniel Celemín,windows;mac;linux,0,Single-player,Adventure;Free to Play,Free to Play;Adventure;Retro,0,146,22,190625,190625,50000-100000,0.0
375460,16bit Trader,2015-06-04,1,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;RPG;Simulation;Strategy,Simulation;Strategy;Indie,16,571,862,323,429,200000-500000,1.99
497850,8-Bit Hordes,2016-08-12,1,Petroglyph,Petroglyph,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation;Strategy,Strategy;Indie;RTS,25,335,71,0,0,20000-50000,10.99
293860,White Noise Online,2014-05-22,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Horror;Indie;Adventure,22,342,211,0,0,50000-100000,3.99
318530,Wings of Vi,2014-11-28,1,Grynsoft,Grynsoft,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie,Difficult;Platformer;Female Protagonist,40,826,156,143,143,50000-100000,10.99
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),2018-03-28,1,Minskworks,Excalibur Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie;Simulation,Driving;Simulation;Adventure,23,3723,1172,283,381,100000-200000,10.99
587390,LOR - League of Runners,2018-04-06,1,Strong Cube,Strong Cube,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,9,7,12,532,532,20000-50000,3.99
436520,Line of Sight,2017-01-31,1,BlackSpot Entertainment,BlackSpot Entertainment,windows,0,Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Valve Anti-Cheat enabled;Stats,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;FPS;Action,408,4562,3397,161,68,2000000-5000000,0.0
442780,STRAFE: Millennium Edition,2017-05-09,1,Pixel Titans,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Violent;Gore;Action;Indie,Gore;FPS;Indie,36,1235,487,181,181,200000-500000,11.39
495520,Ping Pong League,2017-02-27,1,Cover Corp.,Cover Corp.,windows,0,Single-player;Multi-player,Sports,Sports;VR,0,32,21,0,0,20000-50000,0.0
9050,DOOM 3,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,Action,Horror;FPS;Action,0,2633,376,362,394,200000-500000,0.0
311860,Data Hacker: Initiation,2014-07-21,1,New Reality Games,New Reality Games,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;RPG;Simulation,RPG;Indie;Adventure,52,115,52,268,315,200000-500000,1.99
525510,"Guns, Gore and Cannoli 2",2018-03-02,1,Crazy Monkey Studios;Claeysbrothers,Crazy Monkey Studios,windows;mac,0,Single-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Stats,Action;Adventure,Action;Side Scroller;Adventure,20,1121,75,213,267,100000-200000,10.29
437390,HoPiKo,2017-01-06,1,Laser Dog,Merge Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,53,110,34,0,0,50000-100000,4.99
444090,Paladins®,2018-05-08,1,Evil Mojo Games,Hi-Rez Studios,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play,Free to Play;Multiplayer;FPS,58,169580,32407,1595,407,10000000-20000000,0.0
604450,Another Adventure,2017-03-10,1,ThankCreate Studio,ThankCreate Studio;WhisperGames,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Indie;Adventure;Drama,5,3835,362,78,78,50000-100000,1.59
3600,Escape Rosecliff Island,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Hidden Object;Puzzle,0,97,57,0,0,50000-100000,4.25
783170,INSOMNIA: The Ark,2018-09-27,1,Mono Studio,HeroCraft,windows,0,Single-player;Steam Trading Cards,Action;RPG,RPG;Action;Post-apocalyptic,30,457,263,0,0,50000-100000,29.99
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),2016-06-17,1,Jetdogs Studios;Zoom Out Games,Jetdogs Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Casual;Strategy;Indie,23,237,29,7919,7919,20000-50000,1.99
431600,Automobilista,2016-08-24,1,Reiza Studios,Reiza,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Racing;Simulation;Sports,Racing;Simulation;Sports,34,955,141,0,0,50000-100000,22.99
206040,Avernum 5,2012-05-11,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,RPG;Indie,RPG;Indie;Isometric,0,17,4,0,0,50000-100000,3.99
207400,eXceed 3rd - Jade Penetrate Black Package,2012-08-02,1,Tennen-sozai,Nyu Media,windows,0,Single-player;Steam Trading Cards,Action,Bullet Hell;Anime;Shoot 'Em Up,0,489,41,127,141,50000-100000,4.79
233190,Final Exam,2013-11-05,1,Mighty Rocket Studio,Focus Home Interactive,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Co-op,32,761,143,196,196,100000-200000,6.99
274900,Murder Miners,2014-07-25,1,JForce Games,JForce Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie,Indie;Action;FPS,18,4295,818,206,172,500000-1000000,0.79
351400,The Defenders: The Second Wave,2015-03-30,1,FallenMaster,FallenMaster,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Strategy,Action;Strategy,12,41,36,185,185,20000-50000,2.09
60,Ricochet,2000-11-01,1,Valve,Valve,windows;mac;linux,0,Multi-player;Online Multi-Player;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,0,2758,684,175,10,5000000-10000000,3.99
357190,ULTIMATE MARVEL VS. CAPCOM 3,2017-03-06,1,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Fighting;Action;2D Fighter,47,1386,201,54,54,100000-200000,19.99
428270,Twilight City: Love as a Cure,2015-12-18,1,Meridian'93,1C Entertainment,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Point & Click,0,36,15,0,0,20000-50000,4.99
283330,Desert Thunder,2014-03-19,1,Brainbox Games;Hip Games,Funbox Media Ltd,windows,0,Single-player,Action,Action;Tanks,0,80,139,0,0,100000-200000,2.09
315540,The Joylancer: Legendary Motor Knight,2014-11-07,1,alpha six productions,Digerati Distribution,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,62,55,0,0,20000-50000,6.99
377870,DARIUSBURST Chronicle Saviours,2015-12-03,1,Pyramid,Degica;Chara-Ani,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Shoot 'Em Up;Arcade;Action,32,375,65,31,31,20000-50000,29.99
399670,Game Corp DX,2015-10-02,1,Endless Loop Studios,Endless Loop Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,Indie;Simulation,Management;Simulation;Economy,36,2370,348,334,559,100000-200000,1.99
314030,Guilty Gear X2 #Reload,2014-09-05,1,Arc System Works,Arc System Works,windows,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Fighting;2D Fighter;Great Soundtrack,0,390,47,320,338,50000-100000,7.99
15500,The Wonderful End of the World,2008-07-17,1,"Dejobaan Games, LLC","Dejobaan Games, LLC",windows,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual,Indie;Casual;Action,11,402,135,0,0,100000-200000,6.99
454350,Days of War,2017-01-26,1,Driven Arts,Driven Arts,windows,0,Online Multi-Player,Violent;Action;Early Access,Early Access;World War II;Action,0,566,730,0,0,20000-50000,19.99
73010,Cities in Motion,2011-02-22,1,Colossal Order Ltd.,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements,Simulation,Simulation;Management;Strategy,47,605,179,1,1,200000-500000,14.99
269890,AR-K,2014-07-21,1,GATO STUDIO,GATO STUDIO,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Female Protagonist,12,250,177,54,54,50000-100000,5.79
23460,Ceville,2009-02-27,1,Realmforge Studios,Assemble Entertainment,windows,0,Single-player,Action;Adventure;Strategy,Adventure;Point & Click;Strategy,0,83,19,0,0,20000-50000,4.79
224500,Gnomoria,2016-02-23,1,Robotronic Games,Robotronic Games,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop,Indie;Simulation;Strategy,Sandbox;City Builder;Strategy,0,2509,698,261,261,200000-500000,10.99
357670,Home Improvisation: Furniture Sandbox,2016-07-28,1,The Stork Burnt Down,The Stork Burnt Down,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Casual;Indie;Simulation,Simulation;Indie;Casual,12,136,55,0,0,20000-50000,6.99
275390,Guacamelee! Super Turbo Championship Edition,2014-08-21,1,DrinkBox Studios,DrinkBox Studios,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Action;2D,30,1728,122,249,327,200000-500000,11.49
35140,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,1,Rocksteady Studios;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Batman;Stealth,47,20297,865,569,545,2000000-5000000,14.99
329640,Eradicator,2014-11-06,1,"Accolade, Inc",Retroism;Nightdive Studios,windows;mac;linux,0,Single-player,Action,Action;FPS;Classic,0,45,6,0,0,20000-50000,4.99
385370,Radiator 2: Anniversary Edition,2016-06-16,1,Robert Yang,Robert Yang,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available,Sexual Content;Nudity;Action;Casual;Free to Play;Indie;Simulation,Sexual Content;Nudity;Free to Play,5,2187,364,1,1,100000-200000,0.0
787400,Fantasy Versus,2018-05-15,1,Animu Game,Animu Game,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG,Action;Indie;RPG,19,312,75,0,0,20000-50000,4.99
787370,Fable of the Sword,2018-02-08,1,蔷薇千墨游戏组,SakuraGame,windows,0,Single-player;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,0,71,35,0,0,20000-50000,1.69
682290,Zeus' Battlegrounds,2018-09-28,1,Industry Games,Industry Games,windows,0,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Stats,Action;Free to Play;Massively Multiplayer;Early Access,Early Access;Free to Play;Action,22,474,398,0,0,200000-500000,0.0
257790,Riptide GP2,2014-03-07,1,Vector Unit,Vector Unit,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Racing;Simulation;Sports,Racing;Sports;Action,29,337,46,0,0,20000-50000,4.99
350990,Bloodwood Reload,2015-11-02,1,Luminy Studios,Luminy Studios,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Horror;Adventure,0,117,202,2,2,100000-200000,0.0
385530,Астролорды: Облако Оорта,2015-09-29,1,Aratog LLC,Tartezal Holdings Ltd.,windows;mac;linux,0,Single-player;Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards;Commentary available,Free to Play;Indie;Massively Multiplayer;Strategy,Free to Play;Strategy;Indie,46,109,51,0,0,100000-200000,0.0
457760,The Signal From Tölva,2017-04-10,1,Big Robot Ltd,Big Robot Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Robots;Open World,42,413,190,0,0,20000-50000,14.99
490370,Imperium Galactica II,2017-01-19,1,Digital Reality;Gyroscope Games,THQ Nordic,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Cloud,Strategy,Strategy;Space;4X,0,146,31,0,0,20000-50000,8.99
556180,Mysterium: A Psychic Clue Game,2017-01-12,1,Asmodee Digital;Playsoft,Asmodee Digital,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Strategy,Strategy;Board Game;Multiplayer,0,170,49,27,29,50000-100000,5.19
718560,Scythe: Digital Edition,2018-09-05,1,The Knights of Unity,Asmodee Digital,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards,Strategy,Strategy;Board Game;4X,54,284,105,0,0,100000-200000,15.49
709450,Towards The Pantheon: Escaping Eternity,2017-10-25,1,Connor O.R.T. Linning,Connor O.R.T. Linning,windows,0,Single-player;Partial Controller Support,Adventure;Casual;Free to Play;Indie;RPG,Free to Play;Adventure;RPG,0,89,10,0,0,20000-50000,0.0
368230,Kingdom: Classic,2015-10-21,1,Noio;Licorice,Raw Fury,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Pixel Graphics;Survival,34,9673,1227,250,199,2000000-5000000,3.99
292410,Street Racing Syndicate,2014-04-24,1,Eutechnyx,Funbox Media Ltd,windows,0,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Racing,Racing;Open World;Driving,0,1886,420,198,205,500000-1000000,2.09
372820,Shot In The Dark,2015-06-10,1,Technomancy Studios,Technomancy Studios,windows,0,Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Indie;Early Access,Early Access;Indie;Free to Play,14,80,82,0,0,50000-100000,0.0
920690,CardLife: Creative Survival,2019-02-28,1,Freejam,Freejam,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op,Action;Adventure;Indie;Massively Multiplayer;RPG,Survival;Open World;Adventure,0,555,318,0,0,20000-50000,11.39
667530,Drunken Wrestlers 2,2019-04-01,1,Oleg Skutte,Oleg Skutte,windows,0,Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Action;Casual;Free to Play;Indie;Simulation;Sports,Free to Play;Multiplayer;Simulation,1,385,86,0,0,100000-200000,0.0
324260,VoidExpanse,2015-04-02,1,AtomicTorch Studio,AtomicTorch Studio,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Indie;RPG;Simulation;Strategy,Space;RPG;Open World,35,458,189,0,0,50000-100000,10.99
855860,Superfighters Deluxe,2018-11-30,1,MythoLogic Interactive,MythoLogic Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Workshop;Includes level editor,Action;Indie,Action;Indie;Violent,0,382,44,0,0,20000-50000,7.5
407680,Last Days of Spring Visual Novel,2015-10-07,1,Sapphire Dragon Productions,Sapphire Dragon Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Visual Novel;Indie;Casual,9,64,41,0,0,20000-50000,2.09
252330,Slender: The Arrival,2013-10-28,1,Blue Isle Studios,Blue Isle Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Horror;First-Person;Survival Horror,21,4468,578,46,46,200000-500000,6.99
622460,Steampunk Tower 2,2018-04-19,1,DreamGate,DreamGate,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy,Action;Strategy;Tower Defense,30,142,32,0,0,20000-50000,6.99
